id,start,end,event_type,event_priority,hyper_count,vul_count,ip1,ip2,ip3,ip4,ip5,ip6,ip_order,ty1,ty2,ty3,ty4,ty5,ty6,ty_order
47,07:01.0,07:31.0,detect,0,2,0,10.10.13.23,192.168.20.199,-1,-1,-1,-1,10.10.13.23192.168.20.199-1-1-1-1,非法连接,非法连接,-1,-1,-1,-1,非法连接非法连接-1-1-1-1
48,22:31.0,25:39.0,detect,0,6,0,192.168.20.199,10.10.13.23,192.168.20.202,192.168.20.202,192.168.20.202,192.168.20.202,192.168.20.19910.10.13.23192.168.20.202192.168.20.202192.168.20.202192.168.20.202,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
49,37:01.0,38:01.0,detect,0,2,0,192.168.20.199,10.10.13.23,-1,-1,-1,-1,192.168.20.19910.10.13.23-1-1-1-1,非法连接,非法连接,-1,-1,-1,-1,非法连接非法连接-1-1-1-1
50,52:31.0,56:09.0,detect,0,6,0,192.168.20.199,10.10.13.23,192.168.20.202,192.168.20.202,192.168.20.202,192.168.20.202,192.168.20.19910.10.13.23192.168.20.202192.168.20.202192.168.20.202192.168.20.202,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
51,07:01.0,10:45.0,detect,0,7,0,192.168.20.199,10.10.13.23,10.10.13.23,192.168.20.94,10.10.13.23,10.10.13.23,192.168.20.19910.10.13.2310.10.13.23192.168.20.9410.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
52,10:45.0,10:45.0,detect,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,建立通信,建立通信,-1,-1,-1,-1,建立通信建立通信-1-1-1-1
53,13:16.0,13:16.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,请求下载工程,请求下载工程,-1,-1,-1,-1,请求下载工程请求下载工程-1-1-1-1
54,13:16.0,13:16.0,Weaponization,0,2,0,192.168.20.94,10.10.13.23,-1,-1,-1,-1,192.168.20.9410.10.13.23-1-1-1-1,下载工程,下载工程,-1,-1,-1,-1,下载工程下载工程-1-1-1-1
55,13:16.0,13:16.0,action,0,2,0,192.168.20.94,10.10.13.23,-1,-1,-1,-1,192.168.20.9410.10.13.23-1-1-1-1,下载工程结束,下载工程结束,-1,-1,-1,-1,下载工程结束下载工程结束-1-1-1-1
56,13:16.0,13:16.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,PLC启动,PLC启动,-1,-1,-1,-1,PLC启动PLC启动-1-1-1-1
57,15:05.0,15:05.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,开始上传工程,开始上传工程,-1,-1,-1,-1,开始上传工程开始上传工程-1-1-1-1
58,15:05.0,15:05.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,正在上传工程,正在上传工程,-1,-1,-1,-1,正在上传工程正在上传工程-1-1-1-1
59,15:05.0,15:05.0,detect,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,上传工程结束,上传工程结束,-1,-1,-1,-1,上传工程结束上传工程结束-1-1-1-1
60,22:02.0,36:19.0,detect,0,80,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
61,22:31.0,37:31.0,detect,0,7,0,10.10.13.23,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.2310.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.199,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
62,36:09.0,36:19.0,detect,0,8,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23192.168.20.94,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信建立通信建立通信建立通信建立通信建立通信
63,36:37.0,36:37.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,开始上传工程,开始上传工程,-1,-1,-1,-1,开始上传工程开始上传工程-1-1-1-1
64,36:37.0,36:37.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,正在上传工程,正在上传工程,-1,-1,-1,-1,正在上传工程正在上传工程-1-1-1-1
65,36:37.0,36:37.0,Weaponization,0,2,0,10.10.13.23,192.168.20.94,-1,-1,-1,-1,10.10.13.23192.168.20.94-1-1-1-1,上传工程结束,上传工程结束,-1,-1,-1,-1,上传工程结束上传工程结束-1-1-1-1
66,37:01.0,38:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
67,40:45.0,52:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
68,43:16.0,56:51.0,detect,0,10,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
69,43:16.0,43:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
70,43:16.0,43:16.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
71,43:16.0,43:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
72,45:05.0,58:31.0,detect,0,6,0,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.199,10.10.13.23,192.168.20.9410.10.13.23192.168.20.9410.10.13.23192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
73,45:05.0,45:05.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
74,45:05.0,45:05.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
75,52:02.0,00:31.0,detect,0,6,0,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.199,10.10.13.23,192.168.20.9410.10.13.23192.168.20.9410.10.13.23192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
76,52:31.0,07:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
77,06:09.0,08:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
78,06:37.0,21:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
79,06:37.0,06:37.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
80,06:37.0,06:37.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
81,07:01.0,22:01.0,detect,0,6,0,192.168.20.199,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.19910.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
82,10:45.0,22:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
83,13:16.0,27:15.0,detect,0,10,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
84,13:16.0,13:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
85,13:16.0,13:16.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
86,13:16.0,13:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
87,15:05.0,28:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
88,15:05.0,15:05.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
89,15:05.0,15:05.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
90,22:02.0,30:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
91,22:31.0,37:31.0,detect,0,6,0,10.10.13.23,10.10.13.23,192.168.20.94,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.2310.10.13.23192.168.20.94192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
92,36:09.0,38:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
93,36:37.0,51:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,192.168.20.94,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.94192.168.20.9410.10.13.23192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
94,36:37.0,36:37.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
95,36:37.0,36:37.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
96,37:01.0,52:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
97,40:45.0,53:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.199,10.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23192.168.20.199,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
98,43:16.0,57:39.0,detect,0,10,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
99,43:16.0,43:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
100,43:16.0,43:16.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
101,43:16.0,43:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
102,45:05.0,58:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
103,45:05.0,45:05.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
104,45:05.0,45:05.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
105,52:02.0,00:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
106,52:31.0,07:31.0,detect,0,6,0,192.168.20.199,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.19910.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
107,06:09.0,08:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
108,06:37.0,21:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
109,06:37.0,06:37.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
110,06:37.0,06:37.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
111,07:01.0,22:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
112,10:45.0,23:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.199,10.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23192.168.20.199,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
113,13:16.0,28:03.0,detect,0,10,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
114,13:16.0,13:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
115,13:16.0,13:16.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
116,13:16.0,13:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
117,15:05.0,28:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
118,15:05.0,15:05.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
119,15:05.0,15:05.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
120,22:02.0,30:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
121,22:31.0,37:31.0,detect,0,6,0,192.168.20.199,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.19910.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
122,36:09.0,51:05.0,detect,0,75,0,10.10.13.23,192.168.20.94,192.168.20.94,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.94192.168.20.9410.10.13.23192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
123,36:37.0,51:31.0,detect,0,30,0,10.10.13.23,192.168.20.102,10.10.12.168,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23192.168.20.10210.10.12.168192.168.20.9410.10.13.23192.168.20.94,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
124,36:37.0,36:37.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
125,36:37.0,36:37.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
126,37:01.0,52:01.0,detect,0,58,0,192.168.20.199,192.168.20.102,10.10.12.168,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.199192.168.20.10210.10.12.16810.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
127,40:45.0,53:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,192.168.20.94,10.10.13.23,10.10.13.23,192.168.20.199,10.10.13.23192.168.20.94192.168.20.9410.10.13.2310.10.13.23192.168.20.199,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
128,43:16.0,58:15.0,detect,0,8,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
129,43:16.0,43:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
130,43:16.0,43:16.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
131,43:16.0,43:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
132,45:05.0,58:31.0,detect,0,10,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.202,192.168.20.202,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.202192.168.20.202,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
133,45:05.0,45:05.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
134,45:05.0,45:05.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
135,52:02.0,00:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
136,52:31.0,07:31.0,detect,0,6,0,192.168.20.199,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.19910.10.13.23192.168.20.9410.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
137,06:09.0,08:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
138,06:37.0,21:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
139,06:37.0,06:37.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
140,06:37.0,06:37.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
141,07:01.0,22:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
142,10:45.0,22:31.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
143,13:16.0,26:01.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
144,13:16.0,13:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
145,13:16.0,13:16.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
146,13:16.0,13:16.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
147,15:05.0,28:52.0,detect,0,10,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
148,15:05.0,15:05.0,detect,0,1,0,192.168.20.94,-1,-1,-1,-1,-1,192.168.20.94-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
